    Name     |      Class      | Score 
KATHERYN     |   K64A5 KHDL    |  2.7  
HUMBERTO     |  K65A1 ToanHoc  |  9.5  
DAPHINE      |  K64A3 KHMT&TT  |  1.6  
CORNELL      |   K64A5 KHDL    |  0.6  
SHIZUKO      |  K66A3 KHMT&TT  |  8.2  
GITA         |  K63A3 KHMT&TT  |  4.2  
JOSEFINA     |  K64A3 KHMT&TT  |  3.8  
NOEL         |  K67A2 ToanTin  |  9.9  
DEETTA       |  K67A2 ToanTin  |  5.9  
JANELLE      |  K64A3 KHMT&TT  |  4.3  
AKIKO        |  K67A4 KHMT&TT  |  5.8  
DEXTER       |  K67A2 ToanTin  |  3.2  
KEVEN        |  K65A2 ToanTin  |  8.1  
KENTON       |  K65A3 KHMT&TT  |  6.6  
ALFREDA      |  K66A1 ToanHoc  |  5.8  
SHANNA       |  K63A1 ToanHoc  |  8.0  
VERONICA     |   K65A5 KHDL    |  7.1  
HERTA        |  K65A4 KHMT&TT  |  9.4  
ETHELENE     |  K63A2 ToanTin  |  1.6  
MATT         |  K64A1 ToanHoc  |  4.7  
MAE          |  K66A2 ToanTin  |  2.5  
ANGLEA       |  K67A1 ToanHoc  |  9.8  
MALIKA       |   K66A5 KHDL    |  3.4  
AUDRIE       |   K63A5 KHDL    |  4.9  
ANITRA       |  K64A2 ToanTin  |  7.6  
JULIANNA     |   K66A5 KHDL    |  1.7  
NELIDA       |   K66A5 KHDL    |  1.8  
URSULA       |  K66A1 ToanHoc  |  5.3  
TREVOR       |  K65A4 KHMT&TT  |  10.0 
LARA         |  K67A2 ToanTin  |  8.0  
KEREN        |  K63A3 KHMT&TT  |  8.2  
ROMAN        |  K67A3 KHMT&TT  |  4.6  
LE           |  K63A3 KHMT&TT  |  9.3  
CARLEY       |  K63A4 KHMT&TT  |  1.5  
NELIA        |  K63A3 KHMT&TT  |  8.1  
MARYANNE     |   K65A5 KHDL    |  3.7  
CHAU         |   K63A5 KHDL    |  8.2  
GLADIS       |   K63A5 KHDL    |  8.8  
NANETTE      |  K67A3 KHMT&TT  |  1.6  
KRYSTYNA     |  K66A4 KHMT&TT  |  1.1  
ELKE         |  K67A1 ToanHoc  |  9.7  
GARFIELD     |   K65A5 KHDL    |  0.9  
MARTA        |   K67A5 KHDL    |  1.9  
GERI         |   K63A5 KHDL    |  8.7  
ROSALEE      |  K63A2 ToanTin  |  8.4  
ROBBYN       |  K66A4 KHMT&TT  |  1.2  
JONNIE       |  K64A2 ToanTin  |  5.2  
LENITA       |   K67A5 KHDL    |  3.4  
MARIAN       |  K65A4 KHMT&TT  |  4.4  
KATHRYN      |  K65A2 ToanTin  |  8.3  
JACQUELINE   |  K66A2 ToanTin  |  0.1  
NERISSA      |  K67A3 KHMT&TT  |  1.0  
WILBERT      |  K67A3 KHMT&TT  |  6.9  
TERRENCE     |  K67A1 ToanHoc  |  3.8  
CELINA       |  K66A1 ToanHoc  |  7.9  
SHENNA       |  K63A4 KHMT&TT  |  4.2  
CARISA       |  K67A1 ToanHoc  |  0.6  
VIOLA        |  K63A4 KHMT&TT  |  0.2  
AYANNA       |   K67A5 KHDL    |  2.3  
AISHA        |  K63A3 KHMT&TT  |  4.4  
ALBERT       |   K67A5 KHDL    |  9.7  
GIOVANNI     |  K63A2 ToanTin  |  3.9  
RHONA        |  K64A3 KHMT&TT  |  4.1  
LUANA        |  K64A1 ToanHoc  |  3.9  
RENALDO      |  K64A1 ToanHoc  |  1.4  
JAMIE        |  K67A1 ToanHoc  |  4.4  
LEONIE       |  K67A2 ToanTin  |  3.1  
CASSI        |   K65A5 KHDL    |  3.9  
CAROLYNN     |  K67A3 KHMT&TT  |  10.0 
ANTHONY      |   K67A5 KHDL    |  8.5  
NELIA        |  K64A1 ToanHoc  |  9.2  
MATTIE       |  K63A4 KHMT&TT  |  8.6  
MELBA        |  K63A2 ToanTin  |  0.8  
EUSEBIO      |  K65A2 ToanTin  |  3.3  
LEONARDA     |  K67A3 KHMT&TT  |  4.0  
JOLEEN       |   K63A5 KHDL    |  3.0  
YAHAIRA      |   K65A5 KHDL    |  7.7  
GIDGET       |  K65A3 KHMT&TT  |  2.2  
JONAS        |  K67A3 KHMT&TT  |  0.5  
SHANNON      |  K64A4 KHMT&TT  |  1.3  
JENNETTE     |   K65A5 KHDL    |  0.3  
NILA         |  K66A2 ToanTin  |  1.5  
ELVA         |  K67A1 ToanHoc  |  2.9  
MARIEL       |  K64A1 ToanHoc  |  4.0  
NISHA        |   K66A5 KHDL    |  0.1  
KRISTAL      |  K64A4 KHMT&TT  |  9.1  
CASSI        |  K65A1 ToanHoc  |  6.5  
FRANCOISE    |  K64A1 ToanHoc  |  5.4  
EMERY        |   K66A5 KHDL    |  2.2  
WILBURN      |  K67A3 KHMT&TT  |  9.3  
NAKITA       |  K63A2 ToanTin  |  8.4  
YI           |  K67A4 KHMT&TT  |  3.7  
SHEILAH      |  K67A4 KHMT&TT  |  8.4  
NONA         |  K67A2 ToanTin  |  7.4  
JUNIOR       |  K65A2 ToanTin  |  7.9  
ELYSE        |   K66A5 KHDL    |  6.1  
JOESPH       |  K66A3 KHMT&TT  |  6.7  
PRISCILA     |  K65A1 ToanHoc  |  1.5  
FRANCISCO    |  K67A2 ToanTin  |  8.1  
CONSTANCE    |  K64A4 KHMT&TT  |  8.7  
MARYBELLE    |  K67A1 ToanHoc  |  6.2  
TASHIA       |  K65A2 ToanTin  |  1.3  
CALEB        |  K63A1 ToanHoc  |  0.0  
RAMON        |  K67A3 KHMT&TT  |  6.8  
ILEEN        |   K64A5 KHDL    |  1.1  
CRISSY       |  K66A3 KHMT&TT  |  3.2  
COLEEN       |  K64A4 KHMT&TT  |  1.4  
KINDRA       |   K64A5 KHDL    |  7.3  
DORIE        |   K63A5 KHDL    |  5.6  
TEODORO      |  K63A2 ToanTin  |  3.7  
LAKITA       |  K67A4 KHMT&TT  |  10.0 
INGE         |   K65A5 KHDL    |  7.5  
NELLIE       |  K65A4 KHMT&TT  |  6.7  
DIONNE       |  K64A1 ToanHoc  |  0.1  
PERRY        |  K66A2 ToanTin  |  0.4  
ANNE         |  K63A3 KHMT&TT  |  4.1  
CHRISTIAN    |  K63A2 ToanTin  |  6.6  
BERNIECE     |  K64A4 KHMT&TT  |  3.9  
AHMAD        |  K65A1 ToanHoc  |  6.0  
BROOK        |  K64A4 KHMT&TT  |  4.5  
SUE          |   K64A5 KHDL    |  7.4  
SHERILYN     |  K63A3 KHMT&TT  |  9.1  
IVEY         |  K65A3 KHMT&TT  |  2.1  
GEOFFREY     |  K63A2 ToanTin  |  8.0  
INES         |  K67A3 KHMT&TT  |  7.6  
MARYLIN      |  K66A4 KHMT&TT  |  8.5  
CHARMAIN     |  K64A2 ToanTin  |  6.2  
RANEE        |  K63A3 KHMT&TT  |  4.7  
FELIPE       |  K63A2 ToanTin  |  7.0  
DOUG         |  K67A2 ToanTin  |  8.5  
RUBI         |  K67A4 KHMT&TT  |  0.0  
PETRONILA    |  K67A4 KHMT&TT  |  8.6  
YVONE        |  K67A2 ToanTin  |  5.8  
MARIETTA     |  K64A1 ToanHoc  |  0.8  
JOVAN        |   K64A5 KHDL    |  5.4  
OLGA         |  K63A3 KHMT&TT  |  1.9  
BENITO       |  K64A3 KHMT&TT  |  1.7  
KARLENE      |  K64A2 ToanTin  |  3.9  
NATHANIAL    |   K64A5 KHDL    |  8.0  
ISIDRA       |  K63A4 KHMT&TT  |  1.8  
BARRETT      |   K65A5 KHDL    |  8.5  
MARIBETH     |  K67A1 ToanHoc  |  6.9  
LIZZIE       |  K65A2 ToanTin  |  9.2  
MATHILDE     |   K64A5 KHDL    |  4.2  
MARGARITO    |  K67A4 KHMT&TT  |  9.9  
TAMA         |  K65A2 ToanTin  |  0.4  
JOANE        |  K67A1 ToanHoc  |  9.6  
JENELLE      |   K63A5 KHDL    |  6.2  
SANDA        |  K65A4 KHMT&TT  |  2.4  
MARGUERITE   |   K65A5 KHDL    |  1.3  
LACI         |  K66A3 KHMT&TT  |  2.3  
VIOLETTE     |  K65A2 ToanTin  |  2.3  
RONNA        |  K66A3 KHMT&TT  |  5.9  
BABETTE      |  K65A2 ToanTin  |  0.8  
ROMA         |  K63A3 KHMT&TT  |  1.9  
CARLEY       |  K67A4 KHMT&TT  |  5.5  
LIANNE       |  K65A3 KHMT&TT  |  7.8  
TONIE        |  K64A3 KHMT&TT  |  9.8  
SARAI        |  K64A4 KHMT&TT  |  0.8  
LEONILA      |   K65A5 KHDL    |  4.3  
MOSE         |  K64A2 ToanTin  |  0.1  
JENNIE       |   K67A5 KHDL    |  7.7  
LEONILA      |  K64A1 ToanHoc  |  4.8  
KUM          |  K65A4 KHMT&TT  |  3.8  
ISABELL      |  K66A2 ToanTin  |  3.2  
EBONI        |  K63A1 ToanHoc  |  3.9  
VERSIE       |  K67A2 ToanTin  |  7.2  
MENDY        |  K66A1 ToanHoc  |  9.6  
FELISHA      |   K64A5 KHDL    |  0.0  
HSIU         |  K64A1 ToanHoc  |  5.7  
VERNETTA     |  K63A1 ToanHoc  |  8.5  
CHUN         |  K63A4 KHMT&TT  |  1.8  
RUBYE        |  K63A4 KHMT&TT  |  9.8  
IRAIDA       |  K64A2 ToanTin  |  2.1  
ZELLA        |  K64A3 KHMT&TT  |  4.0  
GILBERTE     |  K64A3 KHMT&TT  |  8.6  
CRUZ         |   K63A5 KHDL    |  9.5  
FREDERICKA   |  K67A2 ToanTin  |  9.4  
DORTHEA      |  K64A4 KHMT&TT  |  9.0  
ROGELIO      |   K66A5 KHDL    |  5.8  
MELBA        |  K63A4 KHMT&TT  |  0.1  
CAROLANN     |  K64A1 ToanHoc  |  5.7  
CHARLENE     |   K63A5 KHDL    |  9.6  
MARGO        |  K64A2 ToanTin  |  4.2  
YUKI         |   K66A5 KHDL    |  4.2  
FERNANDE     |  K65A1 ToanHoc  |  0.7  
LUVENIA      |  K67A2 ToanTin  |  3.9  
MABLE        |  K65A1 ToanHoc  |  0.0  
MARCELENE    |  K67A3 KHMT&TT  |  1.6  
VELDA        |  K63A2 ToanTin  |  0.2  
TANISHA      |  K65A3 KHMT&TT  |  6.1  
CANDANCE     |  K67A3 KHMT&TT  |  1.8  
ADINA        |  K64A1 ToanHoc  |  3.7  
HIEN         |  K67A3 KHMT&TT  |  1.7  
OLIVE        |   K66A5 KHDL    |  6.2  
ELINORE      |  K64A1 ToanHoc  |  3.0  
DANIELE      |  K63A1 ToanHoc  |  5.6  
HARMONY      |  K63A3 KHMT&TT  |  5.8  
CHRIS        |  K67A1 ToanHoc  |  4.3  
HERTHA       |  K65A2 ToanTin  |  6.7  
FELIX        |   K66A5 KHDL    |  7.7  
KIMBERLY     |  K63A3 KHMT&TT  |  2.8  
LIZETTE      |  K67A1 ToanHoc  |  9.9  
NYLA         |  K65A2 ToanTin  |  7.1  
JAYME        |  K63A1 ToanHoc  |  4.7  
MATTHEW      |  K64A4 KHMT&TT  |  9.9  
REBECA       |  K63A2 ToanTin  |  0.0  
MARAGRET     |  K64A3 KHMT&TT  |  9.6  
MIKI         |  K67A4 KHMT&TT  |  5.3  
ANTIONE      |  K65A2 ToanTin  |  2.2  
ARON         |   K67A5 KHDL    |  3.7  
IMELDA       |   K66A5 KHDL    |  1.2  
MIRA         |   K63A5 KHDL    |  0.8  
ROSANNE      |   K65A5 KHDL    |  7.9  
LOURDES      |  K63A1 ToanHoc  |  1.1  
EVE          |  K63A1 ToanHoc  |  0.8  
VENITA       |  K66A1 ToanHoc  |  6.1  
GLYNDA       |  K66A3 KHMT&TT  |  9.0  
CARLI        |  K67A1 ToanHoc  |  0.7  
GUY          |  K67A2 ToanTin  |  2.9  
LEROY        |  K63A1 ToanHoc  |  1.6  
PORTER       |  K67A1 ToanHoc  |  8.5  
ELVINA       |   K66A5 KHDL    |  9.9  
JOY          |  K65A3 KHMT&TT  |  2.7  
RANDELL      |   K63A5 KHDL    |  8.5  
SANTOS       |  K66A4 KHMT&TT  |  3.5  
MAO          |  K67A3 KHMT&TT  |  1.7  
NUMBERS      |  K66A3 KHMT&TT  |  9.2  
JOANNA       |   K67A5 KHDL    |  9.5  
RENITA       |   K67A5 KHDL    |  5.2  
SHEILA       |   K64A5 KHDL    |  4.4  
BRIGITTE     |  K66A3 KHMT&TT  |  10.0 
ROSA         |  K65A2 ToanTin  |  8.8  
STEVE        |   K64A5 KHDL    |  8.9  
IOLA         |   K63A5 KHDL    |  9.5  
MISTIE       |  K65A3 KHMT&TT  |  8.3  
SHAWNNA      |  K67A2 ToanTin  |  7.4  
ALENE        |  K63A1 ToanHoc  |  4.2  
ILANA        |   K67A5 KHDL    |  5.8  
GENEVIVE     |  K66A2 ToanTin  |  8.4  
MAY          |  K65A3 KHMT&TT  |  2.7  
AMANDA       |   K67A5 KHDL    |  1.8  
VERLIE       |  K63A1 ToanHoc  |  0.0  
MICKI        |  K64A4 KHMT&TT  |  0.5  
NIKOLE       |  K66A1 ToanHoc  |  2.8  
YOLONDA      |   K65A5 KHDL    |  6.7  
JANIECE      |  K66A3 KHMT&TT  |  1.2  
PATSY        |  K66A4 KHMT&TT  |  5.5  
MARGARITO    |  K65A3 KHMT&TT  |  5.7  
JOLINE       |  K66A3 KHMT&TT  |  2.0  
ROSALINDA    |  K66A4 KHMT&TT  |  4.3  
CLEOPATRA    |  K66A1 ToanHoc  |  6.3  
MELINDA      |  K66A2 ToanTin  |  9.3  
LESIA        |  K66A4 KHMT&TT  |  8.2  
JUSTINA      |  K66A1 ToanHoc  |  0.4  
DAWNE        |  K63A1 ToanHoc  |  0.3  
ROZANNE      |  K64A2 ToanTin  |  4.3  
FRANCE       |   K63A5 KHDL    |  2.0  
SADE         |  K65A3 KHMT&TT  |  3.4  
LEMUEL       |  K63A3 KHMT&TT  |  0.0  
IVEY         |  K66A1 ToanHoc  |  0.0  
CHUN         |  K63A1 ToanHoc  |  8.6  
ASA          |  K66A1 ToanHoc  |  6.9  
FUMIKO       |   K63A5 KHDL    |  0.6  
TAMISHA      |  K67A4 KHMT&TT  |  1.6  
LEEANNA      |  K63A2 ToanTin  |  4.2  
TIMMY        |  K66A4 KHMT&TT  |  3.6  
LIZBETH      |  K66A1 ToanHoc  |  4.4  
ZOE          |  K63A3 KHMT&TT  |  0.3  
LANCE        |  K65A1 ToanHoc  |  4.7  
NICKIE       |  K64A4 KHMT&TT  |  2.2  
CLAUDIE      |  K63A1 ToanHoc  |  1.5  
AMBER        |  K65A2 ToanTin  |  8.0  
ANDERA       |  K64A3 KHMT&TT  |  1.9  
SHANNA       |  K64A2 ToanTin  |  8.4  
NEOMI        |  K63A2 ToanTin  |  2.9  
JULI         |  K67A2 ToanTin  |  5.6  
ANNAMARIE    |  K67A2 ToanTin  |  7.1  
SHANICE      |  K67A1 ToanHoc  |  0.0  
SANG         |  K64A3 KHMT&TT  |  5.9  
ALETHIA      |  K66A4 KHMT&TT  |  8.8  
GARFIELD     |   K65A5 KHDL    |  4.6  
JOHNATHON    |  K65A3 KHMT&TT  |  3.8  
KIRSTIE      |  K66A1 ToanHoc  |  4.5  
JODIE        |  K64A3 KHMT&TT  |  1.1  
TORA         |  K66A3 KHMT&TT  |  7.9  
DORATHY      |  K64A4 KHMT&TT  |  2.4  
JANIS        |   K65A5 KHDL    |  8.5  
VALENE       |   K63A5 KHDL    |  8.7  
DELANA       |   K64A5 KHDL    |  5.2  
MATHILDA     |  K64A2 ToanTin  |  1.5  
BERRY        |  K66A3 KHMT&TT  |  4.1  
DEONNA       |  K63A3 KHMT&TT  |  9.9  
MALIKA       |  K63A2 ToanTin  |  9.8  
SHERLY       |  K66A1 ToanHoc  |  1.2  
VALARIE      |  K64A2 ToanTin  |  6.8  
ELICIA       |   K66A5 KHDL    |  4.9  
YOLANDE      |  K63A3 KHMT&TT  |  6.3  
KIMBERELY    |  K64A3 KHMT&TT  |  8.7  
DELAINE      |  K65A1 ToanHoc  |  8.7  
JAMAR        |  K64A2 ToanTin  |  6.2  
BARBRA       |  K67A3 KHMT&TT  |  9.3  
DIEGO        |  K66A4 KHMT&TT  |  6.7  
SHANTE       |  K66A4 KHMT&TT  |  8.1  
CORTEZ       |  K65A4 KHMT&TT  |  1.4  
KARLEEN      |  K64A2 ToanTin  |  5.7  
QUINTIN      |  K67A1 ToanHoc  |  0.2  
KERI         |  K63A1 ToanHoc  |  6.7  
DEMETRA      |  K65A2 ToanTin  |  3.6  
LUCIEN       |  K65A4 KHMT&TT  |  8.7  
XAVIER       |  K65A3 KHMT&TT  |  3.3  
DODIE        |   K67A5 KHDL    |  4.8  
FORREST      |   K66A5 KHDL    |  2.8  
EUGENE       |  K65A3 KHMT&TT  |  3.6  
TERRA        |   K64A5 KHDL    |  7.9  
MARIAN       |  K63A3 KHMT&TT  |  1.2  
LEANORA      |  K64A2 ToanTin  |  1.2  
DAWNA        |   K63A5 KHDL    |  1.4  
CARMELIA     |  K63A4 KHMT&TT  |  1.1  
CLEO         |   K66A5 KHDL    |  6.5  
JENIFER      |  K65A4 KHMT&TT  |  2.5  
DONNA        |  K66A3 KHMT&TT  |  4.7  
SONIA        |  K64A4 KHMT&TT  |  4.6  
LEONIDA      |  K63A2 ToanTin  |  7.2  
SUN          |  K66A1 ToanHoc  |  4.8  
AUDIE        |  K63A1 ToanHoc  |  3.7  
NOLA         |  K63A4 KHMT&TT  |  6.9  
TAMMIE       |  K67A2 ToanTin  |  1.3  
LATESHA      |   K67A5 KHDL    |  0.0  
KENISHA      |   K63A5 KHDL    |  5.8  
ROSELLE      |  K64A3 KHMT&TT  |  4.5  
JACQUELYN    |  K63A1 ToanHoc  |  4.5  
CYRIL        |  K64A3 KHMT&TT  |  7.7  
RANAE        |  K64A4 KHMT&TT  |  6.6  
ORLANDO      |  K66A2 ToanTin  |  4.5  
STEPHANE     |   K65A5 KHDL    |  8.8  
CHET         |  K67A1 ToanHoc  |  2.7  
JUNIOR       |  K64A4 KHMT&TT  |  2.8  
PETRONILA    |  K63A2 ToanTin  |  5.3  
REYNALDO     |  K63A1 ToanHoc  |  5.8  
JOLYN        |  K66A2 ToanTin  |  7.7  
TINY         |  K67A2 ToanTin  |  8.0  
ANNIE        |  K63A1 ToanHoc  |  8.6  
REMONA       |   K65A5 KHDL    |  8.1  
ROLF         |  K63A1 ToanHoc  |  1.3  
PRUDENCE     |  K66A1 ToanHoc  |  3.7  
WILLETTE     |  K66A2 ToanTin  |  6.0  
CASSY        |  K65A2 ToanTin  |  1.5  
AGUSTINA     |  K65A4 KHMT&TT  |  3.1  
ELVIN        |   K65A5 KHDL    |  9.8  
RODRICK      |  K64A1 ToanHoc  |  7.3  
DORETHA      |   K63A5 KHDL    |  10.0 
TIMIKA       |  K64A3 KHMT&TT  |  9.6  
AVELINA      |  K64A3 KHMT&TT  |  8.8  
LEWIS        |  K63A4 KHMT&TT  |  1.6  
JEANNINE     |  K63A2 ToanTin  |  4.6  
RAYNA        |  K67A3 KHMT&TT  |  3.0  
CELESTINE    |  K67A3 KHMT&TT  |  2.0  
LATINA       |  K67A3 KHMT&TT  |  3.0  
OMAR         |  K66A1 ToanHoc  |  4.7  
COLLIN       |  K64A4 KHMT&TT  |  5.1  
EDRIS        |   K67A5 KHDL    |  9.9  
LUETTA       |   K66A5 KHDL    |  6.2  
INGER        |  K65A3 KHMT&TT  |  5.7  
EARLINE      |  K63A4 KHMT&TT  |  10.0 
REATHA       |  K67A3 KHMT&TT  |  0.2  
NOELLA       |   K63A5 KHDL    |  3.3  
MARQUIS      |  K67A3 KHMT&TT  |  2.5  
RIVA         |  K64A1 ToanHoc  |  7.5  
DELTA        |   K63A5 KHDL    |  10.0 
ALIA         |   K66A5 KHDL    |  9.6  
TIARA        |  K64A3 KHMT&TT  |  5.9  
AMIE         |  K64A1 ToanHoc  |  10.0 
JASON        |  K65A4 KHMT&TT  |  1.5  
KAYLEE       |   K64A5 KHDL    |  0.7  
ADRIA        |   K65A5 KHDL    |  0.0  
CORINA       |  K65A2 ToanTin  |  4.5  
ALESSANDRA   |  K66A4 KHMT&TT  |  3.5  
JAIME        |  K64A3 KHMT&TT  |  5.9  
NADINE       |  K67A4 KHMT&TT  |  9.4  
MAGDALEN     |  K66A2 ToanTin  |  6.0  
NGAN         |   K66A5 KHDL    |  8.4  
MARI         |  K63A4 KHMT&TT  |  3.3  
SHAUNA       |  K63A4 KHMT&TT  |  0.7  
THELMA       |   K66A5 KHDL    |  0.6  
GIOVANNA     |  K66A3 KHMT&TT  |  2.3  
KANESHA      |  K66A3 KHMT&TT  |  8.0  
CARLTON      |  K67A3 KHMT&TT  |  9.8  
ANGLA        |   K67A5 KHDL    |  9.4  
ESTELLA      |  K65A2 ToanTin  |  4.3  
TORRI        |  K65A4 KHMT&TT  |  5.1  
TAM          |  K67A2 ToanTin  |  1.3  
JOHNA        |  K66A1 ToanHoc  |  7.3  
DELISA       |   K65A5 KHDL    |  5.0  
ELODIA       |  K67A3 KHMT&TT  |  8.1  
JACQUE       |  K64A1 ToanHoc  |  7.4  
GAYLA        |  K63A1 ToanHoc  |  2.8  
NERISSA      |  K64A4 KHMT&TT  |  2.8  
LEANORA      |  K65A1 ToanHoc  |  4.1  
ROSIO        |   K67A5 KHDL    |  8.6  
MYRNA        |  K65A2 ToanTin  |  6.1  
MARYLOUISE   |  K64A2 ToanTin  |  5.6  
LANETTE      |  K66A1 ToanHoc  |  9.0  
LLOYD        |  K67A3 KHMT&TT  |  7.7  
LOUETTA      |  K64A2 ToanTin  |  4.1  
ALISHIA      |  K64A2 ToanTin  |  6.5  
DELSIE       |  K67A1 ToanHoc  |  1.6  
OTTO         |  K64A3 KHMT&TT  |  4.0  
GEMA         |  K66A2 ToanTin  |  1.3  
MICHELL      |  K64A3 KHMT&TT  |  2.8  
MERLYN       |  K65A2 ToanTin  |  1.6  
VERSIE       |   K64A5 KHDL    |  9.3  
ROSLYN       |  K64A2 ToanTin  |  3.0  
EMMIE        |  K67A4 KHMT&TT  |  8.1  
JERALDINE    |  K67A3 KHMT&TT  |  9.7  
JERRY        |   K67A5 KHDL    |  2.2  
HAYLEY       |  K64A4 KHMT&TT  |  9.1  
KELLI        |  K63A1 ToanHoc  |  5.3  
MARYANN      |  K64A4 KHMT&TT  |  1.3  
KARI         |   K65A5 KHDL    |  0.1  
ADRIENE      |  K64A3 KHMT&TT  |  9.0  
PEI          |  K64A3 KHMT&TT  |  8.5  
ROBERT       |  K65A4 KHMT&TT  |  6.4  
GAYNELL      |  K64A1 ToanHoc  |  2.4  
ANGELINA     |  K65A3 KHMT&TT  |  4.8  
KEELEY       |  K66A2 ToanTin  |  1.6  
TARYN        |  K66A2 ToanTin  |  7.2  
AUREA        |  K65A4 KHMT&TT  |  3.2  
AUDREY       |  K67A1 ToanHoc  |  2.8  
CANDANCE     |  K63A4 KHMT&TT  |  3.8  
NAKIA        |  K63A3 KHMT&TT  |  0.5  
FAIRY        |  K64A2 ToanTin  |  2.6  
HUGH         |   K67A5 KHDL    |  5.1  
REBEKAH      |  K64A3 KHMT&TT  |  8.3  
INGEBORG     |  K66A1 ToanHoc  |  9.9  
ROBENA       |  K63A3 KHMT&TT  |  1.8  
LUANN        |  K66A1 ToanHoc  |  0.5  
TODD         |  K66A3 KHMT&TT  |  3.8  
LAVERA       |  K65A1 ToanHoc  |  3.5  
DIXIE        |  K65A4 KHMT&TT  |  3.2  
MODESTO      |  K65A1 ToanHoc  |  9.4  
ODIS         |  K63A3 KHMT&TT  |  2.2  
PAMELIA      |  K64A3 KHMT&TT  |  5.8  
LORI         |  K63A2 ToanTin  |  0.7  
CALVIN       |   K64A5 KHDL    |  3.1  
LETICIA      |  K65A3 KHMT&TT  |  6.9  
ZULA         |  K64A1 ToanHoc  |  0.9  
LATESHA      |  K64A4 KHMT&TT  |  6.8  
LOREN        |  K63A4 KHMT&TT  |  1.9  
BUCK         |  K65A4 KHMT&TT  |  1.1  
SIGRID       |  K65A4 KHMT&TT  |  2.7  
NICOLASA     |  K66A3 KHMT&TT  |  6.6  
VON          |  K67A2 ToanTin  |  7.5  
DORTHA       |  K65A4 KHMT&TT  |  2.9  
EARLENE      |  K65A2 ToanTin  |  1.1  
ROSEMARY     |  K66A1 ToanHoc  |  4.9  
LENA         |   K67A5 KHDL    |  2.3  
TERI         |  K65A3 KHMT&TT  |  1.2  
VEDA         |  K65A4 KHMT&TT  |  3.4  
ZELLA        |  K64A4 KHMT&TT  |  2.1  
KYONG        |  K64A3 KHMT&TT  |  8.6  
ENOLA        |  K63A3 KHMT&TT  |  0.3  
ALVIN        |   K65A5 KHDL    |  6.9  
TOYA         |  K66A2 ToanTin  |  5.5  
MASON        |   K64A5 KHDL    |  3.7  
ANYA         |  K65A2 ToanTin  |  0.8  
AKILAH       |  K65A3 KHMT&TT  |  2.8  
VASHTI       |  K63A3 KHMT&TT  |  9.7  
JOSETTE      |  K66A4 KHMT&TT  |  3.3  
MARCHELLE    |  K66A3 KHMT&TT  |  2.6  
GLENDA       |  K64A1 ToanHoc  |  8.5  
NATACHA      |  K64A1 ToanHoc  |  0.8  
RICK         |  K65A3 KHMT&TT  |  6.3  
CATARINA     |  K63A3 KHMT&TT  |  8.1  
LONNA        |  K65A3 KHMT&TT  |  8.9  
TIFANY       |  K64A2 ToanTin  |  1.9  
HARLEY       |  K66A2 ToanTin  |  2.1  
ALLENA       |  K66A1 ToanHoc  |  6.3  
AIDA         |   K67A5 KHDL    |  7.1  
ALYSSA       |  K64A3 KHMT&TT  |  1.7  
ARTURO       |  K65A2 ToanTin  |  7.6  
HOBERT       |  K64A4 KHMT&TT  |  0.2  
RENITA       |  K66A2 ToanTin  |  4.5  
MEE          |  K65A3 KHMT&TT  |  1.1  
JAMI         |  K65A2 ToanTin  |  8.9  
HOLLI        |  K67A4 KHMT&TT  |  4.3  
HANNELORE    |  K64A2 ToanTin  |  7.6  
CHIN         |  K63A4 KHMT&TT  |  1.3  
QUIANA       |   K66A5 KHDL    |  7.1  
MELBA        |  K65A3 KHMT&TT  |  3.9  
CARROLL      |  K67A2 ToanTin  |  8.4  
JANETH       |  K65A2 ToanTin  |  7.8  
MARQUETTA    |   K67A5 KHDL    |  8.3  
THERON       |  K67A2 ToanTin  |  2.5  
ELOISE       |  K65A2 ToanTin  |  5.2  
SATURNINA    |  K65A1 ToanHoc  |  7.3  
IMA          |  K67A1 ToanHoc  |  9.3  
EDDIE        |  K64A4 KHMT&TT  |  9.2  
CLIFFORD     |  K66A4 KHMT&TT  |  6.6  
LUTHER       |   K66A5 KHDL    |  4.5  
ASHELY       |  K63A4 KHMT&TT  |  1.5  
BERYL        |   K65A5 KHDL    |  1.8  
DONNETTE     |  K66A2 ToanTin  |  2.2  
JULIANA      |  K64A4 KHMT&TT  |  7.2  
JUANA        |  K66A3 KHMT&TT  |  3.4  
YONG         |  K63A3 KHMT&TT  |  7.9  
MARSHA       |  K66A4 KHMT&TT  |  1.9  
LORENZO      |  K63A3 KHMT&TT  |  8.4  
MATILDA      |   K65A5 KHDL    |  0.8  
DELCIE       |  K63A3 KHMT&TT  |  2.5  
DOTTIE       |  K64A2 ToanTin  |  0.0  
WILBERT      |   K67A5 KHDL    |  2.9  
DEEANN       |   K63A5 KHDL    |  4.8  
ELAINA       |  K67A1 ToanHoc  |  0.6  
COLLEEN      |  K66A4 KHMT&TT  |  5.8  
GINGER       |  K63A4 KHMT&TT  |  1.1  
ROSENA       |  K66A3 KHMT&TT  |  0.6  
JACQUELYNN   |   K64A5 KHDL    |  2.7  
CHARLES      |   K65A5 KHDL    |  6.0  
LUVENIA      |   K65A5 KHDL    |  3.4  
MARGHERITA   |  K66A3 KHMT&TT  |  9.9  
CHER         |   K64A5 KHDL    |  9.1  
JACINDA      |  K64A4 KHMT&TT  |  7.1  
